"name","html_url","description","stars","forks","language","owner","pushed_at","size_kb","is_fork"
"blue-game-player-missions","https://github.aexp.com/amex-archives/blue-game-player-missions","bgc-player-missions","0","0","JavaScript","amex-archives","2026-03-19T13:04:24Z","579","False"
"blue-game-player-my-info","https://github.aexp.com/amex-archives/blue-game-player-my-info","bgc-player-myinfo","0","0","JavaScript","amex-archives","2026-03-19T13:04:31Z","384","False"
"blue-game-player-reports","https://github.aexp.com/amex-archives/blue-game-player-reports",,"0","0","JavaScript","amex-archives","2026-03-19T13:04:37Z","164","False"
"blue-game-root","https://github.aexp.com/amex-archives/blue-game-root","bgc-root","0","0","JavaScript","amex-archives","2026-03-19T13:04:44Z","6440","False"
"blueprint-dp","https://github.aexp.com/amex-archives/blueprint-dp","Blueprint data platform workloads","0","1","Python","amex-archives","2026-01-15T19:58:24Z","145","False"
"blueprint_datamover","https://github.aexp.com/amex-archives/blueprint_datamover","Blueprint data mover script for AWS to GCP migration","1","0","Shell","amex-archives","2026-05-21T21:07:06Z","1215","True"
"bluesky_couchbase-entities","https://github.aexp.com/amex-archives/bluesky_couchbase-entities","Repo containing the couchbase entities needed for Bluesky","0","6","Java","amex-archives","2026-05-04T14:37:04Z","76","False"
"box","https://github.aexp.com/amex-archives/box","Box is a command line tool to create, manage and destroy ephemeral environments for testing and development purposes.","2","2","Go","amex-archives","2026-06-22T13:36:11Z","73694","False"
"bta_account-service","https://github.aexp.com/amex-archives/bta_account-service",,"1","0","Java","amex-archives","2026-06-25T08:42:28Z","790","False"
"bta_actions","https://github.aexp.com/amex-archives/bta_actions",,"0","0","Shell","amex-archives","2026-06-24T13:08:38Z","369","False"
"bta_byoi-sft","https://github.aexp.com/amex-archives/bta_byoi-sft",,"0","1","Shell","amex-archives","2023-03-02T17:54:15Z","3","False"
"bta_contracts","https://github.aexp.com/amex-archives/bta_contracts","Central home for all BTA contracts","0","0",,"amex-archives","2026-06-19T05:45:26Z","187","False"
"bta_datahub-helper","https://github.aexp.com/amex-archives/bta_datahub-helper",,"0","0","Python","amex-archives","2026-04-23T11:37:06Z","61","False"
"bta_dev-portal","https://github.aexp.com/amex-archives/bta_dev-portal","Docusaurus repository for BTA.","0","2","TypeScript","amex-archives","2026-06-25T08:54:56Z","56804","False"
"bta_folio-data-manager","https://github.aexp.com/amex-archives/bta_folio-data-manager",,"0","0","Java","amex-archives","2026-06-25T08:31:59Z","1767","False"
"buildblocks","https://github.aexp.com/amex-archives/buildblocks","????? Buildblocks Specification","12","16","Go","amex-archives","2026-02-27T19:22:27Z","95","False"
"buildblocks-cli","https://github.aexp.com/amex-archives/buildblocks-cli","????? Buildblocks CLI Tool","4","5","Go","amex-archives","2025-07-26T04:34:18Z","33486","False"
"business-checking-api","https://github.aexp.com/amex-archives/business-checking-api",,"4","1","Java","amex-archives","2026-07-05T04:37:55Z","4428","False"
"business-checking-domain","https://github.aexp.com/amex-archives/business-checking-domain",,"4","12","Java","amex-archives","2026-07-06T22:51:41Z","3663","False"
"byop-api-gcp","https://github.aexp.com/amex-archives/byop-api-gcp",,"0","0","Kotlin","amex-archives","2026-06-26T07:24:11Z","360","False"
"C360","https://github.aexp.com/amex-archives/C360","Customer Information and Relationship Management Domain architecture ","0","2",,"amex-archives","2026-02-27T14:43:16Z","74710","False"
"c360-accounts-setup-and-maintenance","https://github.aexp.com/amex-archives/c360-accounts-setup-and-maintenance",,"7","8","Java","amex-archives","2026-07-15T10:47:42Z","66057","False"
"c360-ace-service-bundles","https://github.aexp.com/amex-archives/c360-ace-service-bundles","C360 Ace service bundles","0","0","Java","amex-archives","2026-07-30T19:41:58Z","168","False"
"c360-actions-base","https://github.aexp.com/amex-archives/c360-actions-base",,"2","2","Python","amex-archives","2026-06-19T16:09:39Z","1806","False"
"c360-adhoc-event-log-backup-ingest","https://github.aexp.com/amex-archives/c360-adhoc-event-log-backup-ingest",,"0","0","Java","amex-archives","2026-04-22T19:34:37Z","43","False"
"c360-ai-agents","https://github.aexp.com/amex-archives/c360-ai-agents","C360 specific AI agents and skills","1","0","JavaScript","amex-archives","2026-07-23T15:50:11Z","4209","False"
"c360-api-cucumber-tests","https://github.aexp.com/amex-archives/c360-api-cucumber-tests",,"4","5","Gherkin","amex-archives","2026-09-09T11:13:07Z","16876","False"
"c360-aws-services","https://github.aexp.com/amex-archives/c360-aws-services",,"0","0","Java","amex-archives","2026-06-14T18:51:53Z","232","False"
"c360-batch-clustering","https://github.aexp.com/amex-archives/c360-batch-clustering",,"0","0","Kotlin","amex-archives","2026-06-19T22:17:32Z","2217","False"
"c360-batchframework-shared","https://github.aexp.com/amex-archives/c360-batchframework-shared","This repo is to hold all current engagements of the Customer360 Batch team to allow SFT transmissions across applications","2","1","Python","amex-archives","2026-03-11T15:01:47Z","3301","False"
"c360-bulk-tickler","https://github.aexp.com/amex-archives/c360-bulk-tickler",,"1","1","Java","amex-archives","2026-06-17T08:01:11Z","627","False"
"c360-call-analysis","https://github.aexp.com/amex-archives/c360-call-analysis",,"0","0","Jupyter Notebook","amex-archives","2026-03-30T17:32:26Z","668","False"
"c360-commercial-batch-lumi","https://github.aexp.com/amex-archives/c360-commercial-batch-lumi","C360 Commercial Batch Lumi","1","1","Java","amex-archives","2026-08-06T21:01:41Z","3022","False"
"c360-commercial-external-matching","https://github.aexp.com/amex-archives/c360-commercial-external-matching",,"1","1","Java","amex-archives","2026-06-16T20:27:26Z","251427","False"
"c360-commercial-internal-matching","https://github.aexp.com/amex-archives/c360-commercial-internal-matching",,"1","1","Java","amex-archives","2026-06-15T20:29:29Z","84582","False"
"c360-commit-comment","https://github.aexp.com/amex-archives/c360-commit-comment","A fork of https://github.com/peter-evans/commit-comment","0","0","TypeScript","amex-archives","2024-03-15T13:46:31Z","1137","False"
"c360-connect","https://github.aexp.com/amex-archives/c360-connect",,"4","0","JavaScript","amex-archives","2026-06-19T09:45:31Z","14978","False"
"c360-core-batch","https://github.aexp.com/amex-archives/c360-core-batch",,"6","0","Java","amex-archives","2026-06-19T09:08:19Z","9890","False"
"c360-core-common","https://github.aexp.com/amex-archives/c360-core-common","Customer 360 platform core components","5","1","Java","amex-archives","2026-06-19T12:44:21Z","17483","False"
"c360-cornerstone-real-time-api-caller","https://github.aexp.com/amex-archives/c360-cornerstone-real-time-api-caller",,"0","0","Java","amex-archives","2026-06-17T08:43:50Z","236","False"
"c360-counterparty-service","https://github.aexp.com/amex-archives/c360-counterparty-service","Orchestrator service for all counterparty events","0","0","Java","amex-archives","2026-06-19T17:39:37Z","558","False"
"c360-crps-automation","https://github.aexp.com/amex-archives/c360-crps-automation","This repository contains the shell scripts and configuration required for the CRPS automation initiative. This repository is maintained by C360 PM team.","0","0","Shell","amex-archives","2026-04-09T11:09:25Z","28","False"
"c360-data-cache-cs","https://github.aexp.com/amex-archives/c360-data-cache-cs",,"0","0","Java","amex-archives","2026-06-13T23:48:40Z","157","False"
"c360-data-load-tools","https://github.aexp.com/amex-archives/c360-data-load-tools","Utilities for loading data using C360 APIs.","0","0","Python","amex-archives","2026-06-18T22:13:41Z","91","False"
"c360-data-model-support","https://github.aexp.com/amex-archives/c360-data-model-support",,"2","0","Java","amex-archives","2026-07-18T23:13:04Z","17152","False"
"C360-DemogStd","https://github.aexp.com/amex-archives/C360-DemogStd",,"3","1","Java","amex-archives","2026-06-17T15:56:29Z","30281","False"
"c360-dq-batch-bridge","https://github.aexp.com/amex-archives/c360-dq-batch-bridge","A DQ API bridge so that the API can be invoked from the Cornerstone BDP environment","0","0","Java","amex-archives","2026-06-13T12:27:11Z","75","False"
"c360-elastic-cluster","https://github.aexp.com/amex-archives/c360-elastic-cluster","This repo contains information about the installation of the c360 Elasticsearch cluster hosted in TIMs servers with VTE encryption","0","0","Shell","amex-archives","2025-10-10T14:53:10Z","146015","False"
"c360-elasticsearch-balancing-and-control","https://github.aexp.com/amex-archives/c360-elasticsearch-balancing-and-control",,"0","0","Java","amex-archives","2026-06-19T15:24:39Z","441","False"
"c360-erefresh-gcp-bigtable","https://github.aexp.com/amex-archives/c360-erefresh-gcp-bigtable","Utilized for GCP deployment for Customer C360 Extraction of Cadence SOR data","0","0","Java","amex-archives","2026-06-17T17:08:23Z","4246","False"
"c360-experian-pinning","https://github.aexp.com/amex-archives/c360-experian-pinning",,"1","0","Java","amex-archives","2026-06-19T18:10:03Z","1037","False"
"c360-feature-admin-portal","https://github.aexp.com/amex-archives/c360-feature-admin-portal",,"3","1","JavaScript","amex-archives","2026-06-19T18:07:48Z","31914","False"
"c360-feature-batch-loader","https://github.aexp.com/amex-archives/c360-feature-batch-loader",,"3","0","Java","amex-archives","2026-07-03T12:04:03Z","1336","False"
"c360-feature-best-customer","https://github.aexp.com/amex-archives/c360-feature-best-customer","This repo is created for providing the best customer information","0","0","JavaScript","amex-archives","2026-06-19T17:34:20Z","2912","False"
"c360-feature-clic","https://github.aexp.com/amex-archives/c360-feature-clic",,"0","0","Java","amex-archives","2026-06-19T17:24:47Z","1580","False"
"c360-feature-cluster-eval-extract","https://github.aexp.com/amex-archives/c360-feature-cluster-eval-extract","This feature deals with extracting cluster eval events data and transmitting the same to CornerStone","1","0","Java","amex-archives","2026-06-19T17:32:59Z","178906","False"
"c360-feature-cluster-eval-trigger","https://github.aexp.com/amex-archives/c360-feature-cluster-eval-trigger",,"0","0","Java","amex-archives","2026-06-19T15:51:19Z","3601","False"
"c360-feature-clustering","https://github.aexp.com/amex-archives/c360-feature-clustering",,"3","0","Java","amex-archives","2026-06-19T15:51:58Z","7007","False"
"c360-feature-data-extract","https://github.aexp.com/amex-archives/c360-feature-data-extract",,"1","0","Java","amex-archives","2026-06-19T16:20:39Z","3629","False"
"c360-feature-demographic-quality","https://github.aexp.com/amex-archives/c360-feature-demographic-quality",,"2","0","Java","amex-archives","2026-06-19T14:44:06Z","3732","False"
"c360-feature-devtools","https://github.aexp.com/amex-archives/c360-feature-devtools",,"1","1","Java","amex-archives","2026-06-19T17:30:25Z","5249","False"
"c360-feature-dynamic-validator","https://github.aexp.com/amex-archives/c360-feature-dynamic-validator","C360 Demographics validation utility","0","1","Java","amex-archives","2026-06-19T18:14:54Z","33305","False"
"c360-feature-entity-profile-eval","https://github.aexp.com/amex-archives/c360-feature-entity-profile-eval",,"0","0","Java","amex-archives","2026-06-19T18:22:53Z","590","False"
"c360-feature-erefresh-orchestrator","https://github.aexp.com/amex-archives/c360-feature-erefresh-orchestrator","Customer Domain Application to facilitate eRefresh Orchestration","1","0","Java","amex-archives","2026-06-19T18:23:52Z","14778","False"
"c360-feature-event-simulator","https://github.aexp.com/amex-archives/c360-feature-event-simulator",,"1","0","Java","amex-archives","2026-06-19T18:14:11Z","508","False"
"c360-feature-event-store-extract","https://github.aexp.com/amex-archives/c360-feature-event-store-extract",,"2","0","Java","amex-archives","2026-06-19T18:24:19Z","860","False"
"c360-feature-faas","https://github.aexp.com/amex-archives/c360-feature-faas",,"4","0","Java","amex-archives","2026-06-19T15:51:36Z","9617","False"
"c360-feature-inquiry","https://github.aexp.com/amex-archives/c360-feature-inquiry",,"1","3","Java","amex-archives","2026-06-19T15:09:56Z","11278","False"
"c360-feature-isl-simulator","https://github.aexp.com/amex-archives/c360-feature-isl-simulator",,"1","0","Java","amex-archives","2026-06-19T18:21:29Z","297","False"
"c360-feature-kafka-client","https://github.aexp.com/amex-archives/c360-feature-kafka-client","C360 Kafka Clients to consume or produce Kafka topics","0","0","Java","amex-archives","2026-06-19T18:21:48Z","591","False"
"c360-feature-ncoa-extract","https://github.aexp.com/amex-archives/c360-feature-ncoa-extract",,"1","0","Java","amex-archives","2026-06-19T19:02:08Z","601","False"
"c360-feature-observability","https://github.aexp.com/amex-archives/c360-feature-observability",,"0","1","Java","amex-archives","2026-06-11T20:24:29Z","145","False"
"c360-feature-pg-util-extract","https://github.aexp.com/amex-archives/c360-feature-pg-util-extract","Creating feature application to work with C360 postgres util table","0","0","Java","amex-archives","2026-06-19T18:49:23Z","436","False"
"c360-feature-prompting","https://github.aexp.com/amex-archives/c360-feature-prompting","C360 prompting rule service to capture/verify customer addresses, phone numbers, and email addresses.","0","2","Java","amex-archives","2026-06-19T19:39:27Z","1977","False"
"c360-feature-rtf-client","https://github.aexp.com/amex-archives/c360-feature-rtf-client",,"0","1","Java","amex-archives","2026-06-19T19:02:23Z","584","False"
"c360-feature-rtf-inbound-bridge","https://github.aexp.com/amex-archives/c360-feature-rtf-inbound-bridge",,"2","3","Java","amex-archives","2026-06-19T17:34:36Z","1974","False"
"c360-feature-rtf-lumi","https://github.aexp.com/amex-archives/c360-feature-rtf-lumi","This repository handles incoming RTF events and persists them into Lumi database tables for further processing and retrieval.","0","0","Java","amex-archives","2026-06-19T19:31:07Z","168894","False"
"c360-feature-rtf-outbound-bridge","https://github.aexp.com/amex-archives/c360-feature-rtf-outbound-bridge",,"2","3","Java","amex-archives","2026-06-19T18:46:12Z","43970","False"
"c360-feature-search","https://github.aexp.com/amex-archives/c360-feature-search",,"9","2","Java","amex-archives","2026-07-15T16:47:14Z","17186","False"
"c360-feature-signicat-client","https://github.aexp.com/amex-archives/c360-feature-signicat-client","A service to interact with Signicat","0","0","Java","amex-archives","2026-06-19T18:55:05Z","356","False"
"c360-feature-streamer","https://github.aexp.com/amex-archives/c360-feature-streamer",,"3","1","Java","amex-archives","2026-06-19T16:23:48Z","4301","False"
"c360-feature-streamer-bulk","https://github.aexp.com/amex-archives/c360-feature-streamer-bulk",,"1","1","Java","amex-archives","2026-06-19T16:20:11Z","823","False"
"c360-feature-two-way-ssl-proxy","https://github.aexp.com/amex-archives/c360-feature-two-way-ssl-proxy","A project to receive two way ssl traffic from APIGEE and EWP and forward it to c360 JWT endpoints","0","0","Java","amex-archives","2026-06-19T19:00:45Z","1597","False"
"c360-function-verticle-amex-bank-status","https://github.aexp.com/amex-archives/c360-function-verticle-amex-bank-status",,"0","0",,"amex-archives","2026-06-19T05:56:45Z","125","False"
"c360-function-verticle-cluster-store","https://github.aexp.com/amex-archives/c360-function-verticle-cluster-store",,"1","0","Java","amex-archives","2026-06-13T23:57:15Z","1293","False"
"c360-function-verticle-connected-components","https://github.aexp.com/amex-archives/c360-function-verticle-connected-components",,"2","0","Java","amex-archives","2026-06-19T07:08:48Z","10187","False"
"c360-function-verticle-entity-store","https://github.aexp.com/amex-archives/c360-function-verticle-entity-store",,"1","0","Java","amex-archives","2026-06-19T20:21:27Z","3290","False"
"c360-function-verticle-hyperdrive","https://github.aexp.com/amex-archives/c360-function-verticle-hyperdrive",,"0","0","Java","amex-archives","2026-06-15T16:25:12Z","329","False"
"c360-function-verticle-identifier-repository","https://github.aexp.com/amex-archives/c360-function-verticle-identifier-repository",,"0","0","Java","amex-archives","2026-06-19T05:59:21Z","457","False"
"c360-function-verticle-identity-store","https://github.aexp.com/amex-archives/c360-function-verticle-identity-store",,"8","2","Java","amex-archives","2026-06-19T17:18:15Z","11666","False"
"c360-function-verticle-qas-invoker","https://github.aexp.com/amex-archives/c360-function-verticle-qas-invoker",,"1","0","Java","amex-archives","2026-06-19T07:57:46Z","584","False"
"c360-function-verticle-rtf-gar-events","https://github.aexp.com/amex-archives/c360-function-verticle-rtf-gar-events",,"1","2","Java","amex-archives","2026-06-19T22:56:41Z","439","False"
"c360-function-verticle-rtf-outbound-bridge","https://github.aexp.com/amex-archives/c360-function-verticle-rtf-outbound-bridge",,"3","2","Java","amex-archives","2026-06-19T15:59:33Z","4829","False"
"c360-function-verticle-rules-engine","https://github.aexp.com/amex-archives/c360-function-verticle-rules-engine",,"0","1","Java","amex-archives","2026-06-13T12:40:09Z","1137","False"
"c360-function-verticle-scoring","https://github.aexp.com/amex-archives/c360-function-verticle-scoring",,"2","0","Java","amex-archives","2026-06-19T13:09:54Z","10499","False"
"c360-id-generation","https://github.aexp.com/amex-archives/c360-id-generation","Batch process to refill Redis customer, global, and business ID caches in Platinum.","0","0","Java","amex-archives","2026-06-13T15:16:34Z","1677","False"
"c360-incomewrapper","https://github.aexp.com/amex-archives/c360-incomewrapper",,"0","0","Java","amex-archives","2026-07-08T14:01:09Z","181","False"
"c360-iserve-be-lumi","https://github.aexp.com/amex-archives/c360-iserve-be-lumi","Code Repository for the iserve lumi project","0","0","Python","amex-archives","2026-06-18T10:27:47Z","136781","False"
"c360-iserve-ui-hydra","https://github.aexp.com/amex-archives/c360-iserve-ui-hydra","Repository for Quad-UI implementation on Hydra","1","0","TypeScript","amex-archives","2026-07-17T19:59:50Z","1959","False"
"c360-kafka-connect-elasticsearch","https://github.aexp.com/amex-archives/c360-kafka-connect-elasticsearch",,"0","0","Java","amex-archives","2026-06-19T04:54:13Z","2709","False"
"c360-kafka-connect-enforcer-plugin-rules","https://github.aexp.com/amex-archives/c360-kafka-connect-enforcer-plugin-rules",,"0","0","Java","amex-archives","2026-06-19T06:07:46Z","21","False"
"c360-kafka-ui","https://github.aexp.com/amex-archives/c360-kafka-ui",,"0","0","Java","amex-archives","2026-06-12T17:53:04Z","435","False"
"c360-knowledge-hub","https://github.aexp.com/amex-archives/c360-knowledge-hub",,"0","0","HTML","amex-archives","2026-06-23T14:29:50Z","924613","False"
"c360-kv-audit","https://github.aexp.com/amex-archives/c360-kv-audit","Provide auditing services for c360","0","0","JavaScript","amex-archives","2026-06-13T01:59:25Z","5425","False"
"c360-kv-monitor","https://github.aexp.com/amex-archives/c360-kv-monitor","Monitors Couchbase Mutations (Kafka monitoring)","0","0","Java","amex-archives","2026-06-17T01:57:58Z","3949","False"
"c360-kv-updater","https://github.aexp.com/amex-archives/c360-kv-updater",,"1","0","Java","amex-archives","2026-06-17T21:18:35Z","68961","False"
"c360-lumi","https://github.aexp.com/amex-archives/c360-lumi","This is used to keep all lumi specific scripts and files","4","6","Python","amex-archives","2026-07-16T15:01:41Z","268881","False"
"c360-lumi-id-redis-proxy","https://github.aexp.com/amex-archives/c360-lumi-id-redis-proxy","A Redis proxy built on HTTP for ID generation","0","0","Java","amex-archives","2026-06-14T08:53:07Z","77","False"
"c360-maven-dependency-submission-action","https://github.aexp.com/amex-archives/c360-maven-dependency-submission-action","C360 fork of the maven-dependency-submission-action action. ","0","0","TypeScript","amex-archives","2024-08-02T15:04:01Z","31992","False"
"c360-micro-batch","https://github.aexp.com/amex-archives/c360-micro-batch","https://enterprise-confluence.aexp.com/confluence/display/C360/Micro+Batch","0","0","Java","amex-archives","2026-06-17T22:34:57Z","1488","False"
"c360-mini","https://github.aexp.com/amex-archives/c360-mini","Set of utilities to manipulate c360 data","0","0","Java","amex-archives","2026-06-18T19:54:32Z","2846","False"
"c360-monitoring-platform","https://github.aexp.com/amex-archives/c360-monitoring-platform",,"0","1","Java","amex-archives","2026-06-14T22:20:04Z","331","False"
"c360-network-and-hierarchy-api","https://github.aexp.com/amex-archives/c360-network-and-hierarchy-api",,"1","0","Java","amex-archives","2026-06-19T18:10:54Z","6561","False"
"c360-network-batch-scripts","https://github.aexp.com/amex-archives/c360-network-batch-scripts",,"1","0","HiveQL","amex-archives","2026-06-11T13:52:55Z","83059","False"
"c360-platform-models","https://github.aexp.com/amex-archives/c360-platform-models",,"6","12","Java","amex-archives","2026-06-19T19:20:33Z","23573","False"
"c360-prompting-demographics","https://github.aexp.com/amex-archives/c360-prompting-demographics",,"0","1","JavaScript","amex-archives","2026-07-08T09:12:03Z","4248","False"
"c360-prompting-home","https://github.aexp.com/amex-archives/c360-prompting-home","Home page module for C360 Prompting portal","0","0","JavaScript","amex-archives","2026-07-15T11:35:18Z","1467","False"
"c360-prompting-root","https://github.aexp.com/amex-archives/c360-prompting-root","Root module for c360 prompting portal built on one app","0","0","JavaScript","amex-archives","2026-07-15T11:34:46Z","1350","False"
"c360-qas-api","https://github.aexp.com/amex-archives/c360-qas-api",,"1","2","Dockerfile","amex-archives","2026-05-22T03:17:21Z","122152","False"
"c360-qas-batch","https://github.aexp.com/amex-archives/c360-qas-batch",,"1","0","C","amex-archives","2026-06-17T09:57:50Z","5446","False"
"c360-realtime-monitoring","https://github.aexp.com/amex-archives/c360-realtime-monitoring",,"0","0","Kotlin","amex-archives","2026-06-03T15:40:35Z","1172","False"
"c360-scoring","https://github.aexp.com/amex-archives/c360-scoring","Scoring module used as replacement of NaAmex within C360 usage. It is not available/supported for external consumption","0","0","Java","amex-archives","2026-06-19T06:44:27Z","528","False"
"c360-slack-bot","https://github.aexp.com/amex-archives/c360-slack-bot","C360 Slack bot for quick and easy access to critical application and consumer metrics","1","0","Kotlin","amex-archives","2026-06-13T20:27:23Z","869","False"
"c360-smt","https://github.aexp.com/amex-archives/c360-smt","C360 SMT","0","0","HTML","amex-archives","2025-09-19T17:32:55Z","697","False"
"c360-spark-common","https://github.aexp.com/amex-archives/c360-spark-common",,"1","0","Java","amex-archives","2026-06-13T20:25:55Z","557","False"
"c360-sre","https://github.aexp.com/amex-archives/c360-sre","Customer 360 SRE monorepo (documentation, scripts, metadata)","6","2","Python","amex-archives","2026-06-19T16:22:29Z","17997","False"
"c360-sre-tools","https://github.aexp.com/amex-archives/c360-sre-tools",,"3","0","Java","amex-archives","2026-06-08T11:50:37Z","10651","False"
"c360-temp-addr","https://github.aexp.com/amex-archives/c360-temp-addr",,"1","0","Java","amex-archives","2026-06-19T18:21:50Z","954","False"
"c360automation","https://github.aexp.com/amex-archives/c360automation","Automation services for C360 Production Management team","1","0","JavaScript","amex-archives","2026-06-19T19:20:05Z","10795","False"
"c360kafkaconnect","https://github.aexp.com/amex-archives/c360kafkaconnect",,"3","2","Java","amex-archives","2026-07-08T07:31:57Z","869246","False"
"card-acquisitions-united-states","https://github.aexp.com/amex-archives/card-acquisitions-united-states","One App monorepo for Card Acquisition projects","2","0","TypeScript","amex-archives","2026-08-05T10:11:36Z","31484","False"
"cas-business-variable-form","https://github.aexp.com/amex-archives/cas-business-variable-form",,"0","0","JavaScript","amex-archives","2026-03-19T21:33:05Z","3381","False"
"cas-business-variables","https://github.aexp.com/amex-archives/cas-business-variables",,"0","0","JavaScript","amex-archives","2026-03-19T21:33:13Z","1998","False"
"case-assist","https://github.aexp.com/amex-archives/case-assist",,"0","0","JavaScript","amex-archives","2026-07-30T04:33:55Z","1891","False"
"case-disputes-live","https://github.aexp.com/amex-archives/case-disputes-live",,"0","0","JavaScript","amex-archives","2026-07-25T16:54:23Z","1390","False"
"case-setup","https://github.aexp.com/amex-archives/case-setup",,"2","0","JavaScript","amex-archives","2026-08-03T20:38:28Z","1793","False"
"CaseByAccount","https://github.aexp.com/amex-archives/CaseByAccount","The CaseByAccount Data Provider fetches a list of all CLIC cases created for a given account, irrespective of case state or workbasket. The search is performed using CM15 / Card Account Number by invoking the ReadSearchEnterpriseCaseByAccount API exposed by Case Lite (PEGA).","1","0","Java","amex-archives","2026-03-02T17:44:35Z","1064","False"
"cbp_charge-management-service","https://github.aexp.com/amex-archives/cbp_charge-management-service",,"0","0","Kotlin","amex-archives","2026-06-29T15:18:51Z","116790","False"
"cbp_client-core-service","https://github.aexp.com/amex-archives/cbp_client-core-service",,"0","0","Kotlin","amex-archives","2026-06-29T15:26:27Z","442923","False"
"cbp_http-gateway","https://github.aexp.com/amex-archives/cbp_http-gateway","The Cross Border Payments HTTP API","0","0","Kotlin","amex-archives","2026-06-30T14:23:51Z","775334","False"
"cbp_platform-tests","https://github.aexp.com/amex-archives/cbp_platform-tests","Tests against the GPaaS platform for E1 and E2","0","0","Kotlin","amex-archives","2026-06-26T12:37:47Z","49914","False"
"cc_cicd","https://github.aexp.com/amex-archives/cc_cicd",,"0","0","Python","amex-archives","2026-04-16T15:02:48Z","72","False"
"CDX-app_services_role","https://github.aexp.com/amex-archives/CDX-app_services_role","used for app services actions for infrabot","0","0","Python","amex-archives","2026-06-26T21:20:32Z","605","False"
"ce-cicd-platform-engineering","https://github.aexp.com/amex-archives/ce-cicd-platform-engineering","CICD Platform Engineering","4","1",,"amex-archives","2026-08-06T19:14:52Z","44934","False"
"ceds","https://github.aexp.com/amex-archives/ceds",,"0","0","HTML","amex-archives","2026-04-10T19:36:13Z","1549","False"
"ceg-career-growth-chatbot-root","https://github.aexp.com/amex-archives/ceg-career-growth-chatbot-root","A Chatbot Agent which will learn from the existing content and from experts in Career Growth model, to facilitate a human like interaction with our colleagues to help answering questions and share knowledge to support colleagues as they navigate Career Growth @ Amex in a way that is customized to that colleague's needs.","0","0","JavaScript","amex-archives","2026-03-19T18:13:16Z","4262","False"
"centurion-lounge-queue","https://github.aexp.com/amex-archives/centurion-lounge-queue","Repository for the Centurion Waitlist Queue website.","6","2","CSS","amex-archives","2026-06-29T15:26:23Z","8859","False"
"cep","https://github.aexp.com/amex-archives/cep",,"0","2","Scala","amex-archives","2026-07-03T19:26:29Z","1114","False"
"cep-access-control","https://github.aexp.com/amex-archives/cep-access-control",,"0","1","JavaScript","amex-archives","2026-06-17T16:46:19Z","2697","False"
"cep-access-rules","https://github.aexp.com/amex-archives/cep-access-rules","Hyperdrive Access Control Manager Rules","1","1","JavaScript","amex-archives","2026-07-27T15:17:04Z","3095","False"
"cep-consumer","https://github.aexp.com/amex-archives/cep-consumer",,"0","3","JavaScript","amex-archives","2026-07-27T17:56:42Z","3398","False"
"cep-container","https://github.aexp.com/amex-archives/cep-container",,"0","4","JavaScript","amex-archives","2026-07-21T13:37:55Z","8465","False"
"cep-documentation","https://github.aexp.com/amex-archives/cep-documentation",,"0","3","JavaScript","amex-archives","2026-06-02T04:15:25Z","2655","False"
"cep-expression-editor","https://github.aexp.com/amex-archives/cep-expression-editor","Hyperdrive exposes an expression language.","0","1","JavaScript","amex-archives","2026-06-02T04:16:49Z","2227","False"
"cep-home","https://github.aexp.com/amex-archives/cep-home",,"0","5","JavaScript","amex-archives","2026-08-03T19:09:26Z","6690","False"
"cep-notifications","https://github.aexp.com/amex-archives/cep-notifications","Hyperdrive Notifications","0","2","HTML","amex-archives","2026-07-31T19:01:37Z","7906","False"
"cep-producer-dashboard","https://github.aexp.com/amex-archives/cep-producer-dashboard",,"0","4","JavaScript","amex-archives","2026-07-29T02:57:24Z","4876","False"
"cep-register","https://github.aexp.com/amex-archives/cep-register",,"0","2","JavaScript","amex-archives","2026-07-24T20:03:27Z","2874","False"
"cep-request-access","https://github.aexp.com/amex-archives/cep-request-access","cep-request-access","0","1","JavaScript","amex-archives","2026-05-22T20:14:51Z","3500","False"
"cep-root","https://github.aexp.com/amex-archives/cep-root",,"1","5","JavaScript","amex-archives","2026-07-28T18:40:32Z","2815","False"
"cep-schema-details","https://github.aexp.com/amex-archives/cep-schema-details",,"0","3","JavaScript","amex-archives","2026-07-16T19:49:37Z","4237","False"
"cep-use-cases","https://github.aexp.com/amex-archives/cep-use-cases","To create UI for Use Cases","0","1","JavaScript","amex-archives","2026-05-22T20:16:39Z","3475","False"
"ceqe-aws-public-cloud-testautomation","https://github.aexp.com/amex-archives/ceqe-aws-public-cloud-testautomation","Test automation project for the validation of Terraform modules","3","0","Gherkin","amex-archives","2026-07-10T18:59:15Z","147961","False"
"certificate-renewal-ansible","https://github.aexp.com/amex-archives/certificate-renewal-ansible","Ansible playbook repository to automate certificate renewal and validation","0","1","Python","amex-archives","2026-07-02T16:54:56Z","538","False"
"chimera-ai","https://github.aexp.com/amex-archives/chimera-ai",,"0","0","Python","amex-archives","2026-08-05T20:51:09Z","249","False"
"chimera-architecture","https://github.aexp.com/amex-archives/chimera-architecture",,"0","1",,"amex-archives","2026-08-02T06:05:20Z","21743","False"
"chimera-backend","https://github.aexp.com/amex-archives/chimera-backend","The backend repository for the Chimera app","2","0","Python","amex-archives","2026-08-05T20:55:50Z","3323","False"
"chimera-frontend","https://github.aexp.com/amex-archives/chimera-frontend","The frontend repository for the Chimera app","2","0","TypeScript","amex-archives","2026-08-05T20:57:57Z","43728","False"
